rows,rmse,mae,bias,within5,within10,abs_p50,abs_p90,abs_p95,abs_p99,method,bucket_type,bucket
3012442,41.79073332821092,22.15869507462645,-0.055811146790147155,0.22957620428874648,0.4228015012405218,,,,,blend25_mdz_tail200_anchor,eval_step,1000_plus
3012442,51.63217298077829,34.77810654804369,0.38068765796332577,0.14391579987266145,0.2726163690454455,,,,,u_md_tail100_anchor,eval_step,1000_plus
3012442,55.31736237447634,36.074623975640876,-0.27780935181177807,0.14339197235996576,0.27190531801110196,,,,,u_md_tail30_median_anchor,eval_step,1000_plus
3012442,70.94012303057231,46.654477401496216,-7.0454498501773495,0.10396249952696185,0.19568376752149916,,,,,mdz_all_anchor,eval_step,1000_plus
3012442,73.88326223649477,51.928329862142405,-1.536794493625944,0.07713343526613957,0.1655789555450362,,,,,u_md_all_anchor,eval_step,1000_plus
3012442,120.03473474293611,104.86098668787658,-17.61063160718111,0.002437557304007845,0.004953788321899641,,,,,u_const_anchor,eval_step,1000_plus
3012442,121.77126568169342,105.98398604015122,-24.19347761225195,0.002501956884149139,0.0052492296947127945,,,,,z_all_anchor,eval_step,1000_plus
3012442,126.98748661335522,68.39037636430334,4.901067748960418,0.0831969544973812,0.16770712929908693,,,,,md_tail50_anchor,eval_step,1000_plus
3012442,138.31741604693494,66.89477914277767,5.502480593714763,0.08286466594211607,0.16615357241732787,,,,,md_tail200_anchor,eval_step,1000_plus
3012442,156.2683356309775,67.7881966323441,5.325610939352363,0.12748826367445415,0.24434594923321346,,,,,mdz_tail200_anchor,eval_step,1000_plus
3012442,163.44958883784432,76.15982767540794,11.495422693430541,0.08845215941086998,0.1774593502547103,,,,,z_tail200_anchor,eval_step,1000_plus
3012442,1407.4522532753554,1244.451385843108,1244.451385843108,0.0,4.016674843864214e-05,,,,,md_all_anchor,eval_step,1000_plus
115950,2.200288992510409,1.319403449700675,0.014274342394627649,0.9529538594221647,0.9940232858990944,,,,,u_md_tail30_median_anchor,eval_step,100_250
115950,2.2634695942764,1.3470130868336514,0.02371452642034131,0.944984907287624,0.9966451056489867,,,,,u_md_tail100_anchor,eval_step,100_250
115950,3.601344186667596,2.4037230702880006,-0.1571629150481634,0.8805778352738249,0.9865200517464424,,,,,blend25_u_md_tail30_median_anchor,eval_step,100_250
115950,3.6069299325066857,2.416292772035953,-0.15480286904173396,0.8779560155239328,0.9868995256576111,,,,,blend25_u_md_tail100_anchor,eval_step,100_250
115950,3.7754164113049433,2.674399838000796,-0.12818823759806444,0.8463303147908581,0.9844760672703752,,,,,blend25_md_tail200_anchor,eval_step,100_250
