name,rows,rmse,mae,bias_pred_minus_true,error_std,within_5,within_10,within_25,stage,well_id,fold
geometry_plus_gr_pre_u,5500,5.5497678145419735,4.351028855793902,1.4475868949457809,5.357650135731824,0.6652727272727272,0.902,1.0,geometry_plus_gr_pre_u,2cee0cba,4
final_post_u,5500,5.037277402444674,3.9332263403153767,1.5023251170106,4.80803316044917,0.6976363636363636,0.9532727272727273,1.0,final_post_u,2cee0cba,4
geometry_tvt_geop,7008,6.628016261011132,5.698980944442906,4.083214016070651,5.220915901945958,0.4185216894977169,0.8929794520547946,1.0,geometry_tvt_geop,2d179ded,4
geometry_plus_gr_pre_u,7008,6.971453697329981,5.254819153564969,4.637387484589731,5.205363000962218,0.6553938356164384,0.7775399543378996,1.0,geometry_plus_gr_pre_u,2d179ded,4
final_post_u,7008,6.916621170771276,5.213306991683618,4.646054257327478,5.123848969078874,0.665953196347032,0.798087899543379,1.0,final_post_u,2d179ded,4
geometry_tvt_geop,4896,5.746642450733328,5.251292148777329,-1.53843337348106,5.536887411888563,0.3931781045751634,1.0,1.0,geometry_tvt_geop,2d35f86d,4
geometry_plus_gr_pre_u,4896,5.099805748625168,4.150040638510307,-3.1677577667282115,3.996664785173182,0.5449346405228758,1.0,1.0,geometry_plus_gr_pre_u,2d35f86d,4
final_post_u,4896,4.905891698339655,3.8782772713242046,-3.026981718150267,3.860719496910129,0.6004901960784313,0.9963235294117647,1.0,final_post_u,2d35f86d,4
geometry_tvt_geop,5556,6.308660199612546,5.2507653831229,-4.566906804766921,4.3523046482006515,0.5140388768898488,0.8682505399568035,1.0,geometry_tvt_geop,2ee0235b,4
geometry_plus_gr_pre_u,5556,4.007145748721012,3.2793004382752775,-1.028303724788663,3.8729586237240703,0.7989560835133189,0.9832613390928726,1.0,geometry_plus_gr_pre_u,2ee0235b,4
final_post_u,5556,3.850994874885483,3.042606715861189,-0.9336309579056867,3.736106899010569,0.8677105831533477,0.9681425485961123,1.0,final_post_u,2ee0235b,4
geometry_tvt_geop,4169,10.994313765496035,10.174730224005295,10.174730224005295,4.165309117327161,0.16214919644998801,0.42192372271527945,1.0,geometry_tvt_geop,33c40295,4
geometry_plus_gr_pre_u,4169,8.897155044460654,8.337736140835881,8.337736140835881,3.10508034211208,0.1523147037658911,0.646677860398177,1.0,geometry_plus_gr_pre_u,33c40295,4
final_post_u,4169,8.892472446382616,8.296739926549556,8.296739926549556,3.200027000022424,0.17462221156152555,0.6296473974574238,1.0,final_post_u,33c40295,4
geometry_tvt_geop,3638,17.441197523704176,12.178533721736338,12.178533721736338,12.485138663603044,0.2930181418361737,0.6052776250687191,0.8705332600329851,geometry_tvt_geop,3407f5bf,4
geometry_plus_gr_pre_u,3638,20.00604218154468,14.87375454872583,14.87375454872583,13.379579567161391,0.15173172072567345,0.5294117647058824,0.8444200109950523,geometry_plus_gr_pre_u,3407f5bf,4
final_post_u,3638,20.021773797015612,14.934547284683052,14.934547284683052,13.335318645627751,0.180043980208906,0.5280373831775701,0.8441451346893898,final_post_u,3407f5bf,4
geometry_tvt_geop,6062,5.3851798330898015,4.244435487108954,3.975399672925552,3.632679352106447,0.6176179478719894,0.9155394259320356,1.0,geometry_tvt_geop,353e5502,4
geometry_plus_gr_pre_u,6062,6.561062035537022,5.028810737762288,4.9088133966492675,4.3532845152874975,0.5504783899703068,0.8342131309798746,1.0,geometry_plus_gr_pre_u,353e5502,4
final_post_u,6062,6.21252244271059,5.428892951834032,5.268270545569948,3.2925310264085392,0.5389310458594523,0.885186407126361,1.0,final_post_u,353e5502,4
geometry_tvt_geop,3072,7.962151481661496,6.521495739877043,4.834024582105381,6.326773471250986,0.4505208333333333,0.6331380208333334,1.0,geometry_tvt_geop,3a7dd95d,4
geometry_plus_gr_pre_u,3072,6.768168753554012,5.429096434429833,5.0560601431939665,4.499373745866228,0.4830729166666667,0.7799479166666666,1.0,geometry_plus_gr_pre_u,3a7dd95d,4
final_post_u,3072,6.8046670412844925,5.675146976588934,5.159507106859794,4.436550456943629,0.4407552083333333,0.8186848958333334,1.0,final_post_u,3a7dd95d,4
geometry_tvt_geop,4201,4.315784819710945,3.345384953560776,3.116423941136818,2.985615586299868,0.6474648893120686,1.0,1.0,geometry_tvt_geop,3a824aa7,4
geometry_plus_gr_pre_u,4201,3.547536729703471,2.906314555667832,1.1558902115310448,3.3539431520945477,0.8547964770292787,1.0,1.0,geometry_plus_gr_pre_u,3a824aa7,4
final_post_u,4201,3.4953935214495764,2.9328045170768995,1.105063530680132,3.31611375904875,0.8295643894310878,1.0,1.0,final_post_u,3a824aa7,4
geometry_tvt_geop,5649,5.729881243194584,4.473273573823836,3.5274814141225046,4.515353135041977,0.6811825101787927,0.8560807222517259,1.0,geometry_tvt_geop,3ac16ad0,4
