episode_id,well,decoder_rows,posterior_mean_error_recomputed_ft,marginal_map_mean_error_ft,viterbi_mean_error_ft
b95e7121:002,b95e7121,2263,21.675342465753303,29.322381794214003,-1.0434821032985195
add9c322:000,add9c322,3717,21.146914447134638,21.38500403562685,11.836228141076859
c3957531:000,c3957531,947,-20.94627771911314,-21.691900739080015,-6.517349524703193
3e678ea7:001,3e678ea7,3719,21.088287039526566,23.3984727078507,-6.016585103419449
4cecf7b3:002,4cecf7b3,2754,19.616873456789996,20.723983297141135,5.640559186740667
197f8a5a:001,197f8a5a,3289,-20.96700577683201,-22.62545150490932,-28.106053511604117
a7fc3e6b:000,a7fc3e6b,899,20.864290878753984,38.121846496258826,-0.752291434816085
edf885a3:000,edf885a3,1117,20.84391584601596,20.9989794092586,-5.9309668754604505
d543916f:000,d543916f,1919,-20.580069306930806,-17.590338717980867,-13.918530484523592
6d1d74e1:001,6d1d74e1,1124,20.949636120996225,19.43278469761089,21.253158363092712
d6c320d9:000,d6c320d9,4064,20.85341067913368,21.396921752105172,3.118895177282968
a6ed2eff:000,a6ed2eff,740,-20.804910135135305,-18.170135135033856,-19.199324324224065
8995c945:003,8995c945,296,-19.92385641891904,-20.08368243232614,-19.119999999892645
699ea575:000,699ea575,1894,-20.48395881731801,-22.67840021109852,-13.319688489863891
543198e8:001,543198e8,1139,-20.123809920983476,-19.812853380062055,-12.000386303670975
27300fd5:000,27300fd5,647,19.80429829984531,19.945115919765318,22.10732612069492
62569ae3:000,62569ae3,1670,20.18662934131721,21.099053892330772,11.09135928154043
c07fd0cd:000,c07fd0cd,2729,19.912248625870124,20.11964822291589,-0.08929278113385682
09053135:000,09053135,2792,-20.38964971346719,-21.803699856636225,-18.036060171820118
9df1b1f9:000,9df1b1f9,3870,-20.358587596899383,-20.478509043832553,-10.851519379740584
fa667be2:000,fa667be2,1211,-20.179811312964606,-20.852848885155208,12.125474814301437
8bb9c1e6:000,8bb9c1e6,2939,-20.0715855733244,-24.193569241164845,6.780775774178737
389ae58f:001,389ae58f,447,19.870175615212343,26.802125279830758,-48.16051454127603
9def2eb2:000,9def2eb2,1265,19.52795415019747,19.543019762963386,-2.059865612552174
c03b9305:001,c03b9305,805,-19.521178260869746,-22.430857142763852,-12.37129192536114
109d9d70:000,109d9d70,2679,-20.030939156401768,-20.95771183268148,-11.39823068298786
73348914:000,73348914,3495,19.74362618025735,19.716148784112047,-9.171619456262231
2d196986:000,2d196986,1835,-19.678156403269927,-21.66069754760499,-11.989825612990034
38991fd4:000,38991fd4,4360,19.51307545871546,20.201052752403736,13.069883027627201
fef8af96:000,fef8af96,530,19.398116037735726,27.526018867973562,84.05696226425873
5aef5c6c:001,5aef5c6c,181,19.25981767955789,16.493149171369044,21.288729281871166
01869cd4:001,01869cd4,477,19.525186582809127,18.65360587015015,-9.672914046021864
7ff89f8f:000,7ff89f8f,3695,-19.47298876860638,-22.233851150103842,-26.045109607482342
9def2eb2:001,9def2eb2,1879,19.10272112825956,20.41784459831737,-9.732820649185907
93209a3d:002,93209a3d,2221,-19.585461278703413,-20.953930661767327,-12.703638000796316
ab3ced07:001,ab3ced07,1244,19.477168810289225,19.849702572454266,16.722210611036484
653612bc:000,653612bc,4035,-19.505479058240553,-20.617543990002297,-5.007197025922493
4cd1ac61:001,4cd1ac61,1413,-19.520865888181365,-19.674225052980102,-17.83579617824385
e0079ed1:000,e0079ed1,1720,18.864385174418448,20.56338372105986,-3.5467325580350315
c42fe306:000,c42fe306,981,-19.322724260958374,-17.622691131390518,-22.75317023435169
efde6ac3:000,efde6ac3,952,18.770265231092264,17.631250000104107,19.52095588245879
09441b8d:001,09441b8d,1851,-19.25828254997312,-19.39054565092323,3.214802809392051
5f75f796:001,5f75f796,1260,-18.66710595238112,-17.061769841168406,-17.139825396723893
4b831d20:000,4b831d20,1218,-18.115720443349893,-19.389195402245296,31.907068965625143
b32902c0:000,b32902c0,1673,-18.418235206216487,-14.803197848083858,-7.3101016137681
1d3fbf02:000,1d3fbf02,2078,18.744692974013336,19.94707410984137,2.327656400486857
84633df4:000,84633df4,3327,-19.059174631800605,-19.20467688599679,-2.0441568980029827
3932faa6:000,3932faa6,1021,-19.11258325171411,-19.41636630746334,-2.466904995007365
1b1eba53:000,1b1eba53,4263,-18.63004046446179,-15.943483462190036,-64.33543748522848
