members,best_member_rmse,full_oof_weights_diagnostic,full_oof_rmse_diagnostic,crossfit_rmse,crossfit_delta_vs_best_member,crossfit_folds_beating_best_parent,crossfit_fold_weights
hmm_exp218_shrink_a050|exact_hmm|pf_medoid_k8_m1,8.33685425907129,"[0.7920685965331049, 0.2079314034668951, 0.0]",8.006155529961003,8.024071676306336,-0.3127825827649531,4,"[[0.7969865084202868, 0.20301349157971302, 0.0], [0.8091511629760223, 0.19084883702397756, 1.441927836311018e-18], [0.7616922570288278, 0.23830774297117216, 2.92392996626866e-17], [0.7947370910753961, 0.2052629089246039, 0.0], [0.7983477002366672, 0.20165229976333265, 0.0]]"
hmm_exp218_shrink_a050|exact_hmm|pf_temp_t4,8.33685425907129,"[0.7920685965331044, 0.20793140346689565, 1.6286463759306085e-17]",8.006155529961003,8.024071676306336,-0.3127825827649531,4,"[[0.7969865084202868, 0.20301349157971316, 0.0], [0.8091511629760221, 0.19084883702397779, 1.8624003376459193e-17], [0.7616922570288274, 0.23830774297117258, 0.0], [0.7947370910753958, 0.20526290892460414, 1.774243168152605e-18], [0.7983477002366675, 0.20165229976333254, 1.051906909217313e-17]]"
hmm_exp218_shrink_a050|exp192_likpf|exact_hmm,8.33685425907129,"[0.7920685965331042, 2.2537852660542423e-17, 0.2079314034668957]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.796986508420287, 0.0, 0.2030134915797131], [0.8091511629760226, 1.0272815584300155e-17, 0.19084883702397737], [0.7616922570288274, 3.469446951953614e-18, 0.2383077429711726], [0.7947370910753958, 1.577514160966409e-17, 0.2052629089246042], [0.7983477002366673, 8.027331241129004e-18, 0.20165229976333265]]"
hmm_exp218_shrink_a050|likpf_mean|exact_hmm,8.33685425907129,"[0.7920685965331042, 0.0, 0.2079314034668958]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202871, 0.0, 0.203013491579713], [0.8091511629760224, 5.3403309742015485e-18, 0.19084883702397748], [0.7616922570288271, 0.0, 0.2383077429711729], [0.7947370910753954, 7.398875145913675e-17, 0.2052629089246044], [0.7983477002366677, 3.469446951953614e-17, 0.20165229976333227]]"
hmm_exp218_shrink_a050|exact_hmm|pf_medoid_k8_m0,8.33685425907129,"[0.7920685965331045, 0.20793140346689556, 0.0]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.796986508420287, 0.20301349157971305, 0.0], [0.8091511629760221, 0.19084883702397779, 2.993442451567781e-17], [0.7616922570288275, 0.23830774297117255, 0.0], [0.7947370910753957, 0.20526290892460425, 1.2176241712613043e-17], [0.7983477002366673, 0.2016522997633327, 0.0]]"
hmm_exp218_shrink_a050|exact_hmm|pf_mix_e02,8.33685425907129,"[0.7920685965331045, 0.20793140346689554, 2.1654553951835505e-17]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202868, 0.2030134915797131, 2.225870947342224e-17], [0.8091511629760224, 0.19084883702397745, 0.0], [0.7616922570288274, 0.23830774297117263, 0.0], [0.7947370910753957, 0.2052629089246043, 0.0], [0.7983477002366673, 0.20165229976333265, 2.0361081439507922e-17]]"
hmm_exp218_shrink_a050|exact_hmm|pf_medoid_k8_m2,8.33685425907129,"[0.7920685965331045, 0.2079314034668955, 0.0]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202871, 0.20301349157971296, 1.3789511352113175e-17], [0.8091511629760224, 0.19084883702397756, 7.794783438817651e-18], [0.7616922570288278, 0.23830774297117227, 2.676206421455718e-18], [0.7947370910753958, 0.2052629089246042, 2.819350369842278e-18], [0.7983477002366676, 0.2016522997633324, 0.0]]"
hmm_exp218_shrink_a050|exact_hmm|pf_temp_t2,8.33685425907129,"[0.7920685965331044, 0.20793140346689562, 7.762077210155239e-18]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202868, 0.20301349157971316, 0.0], [0.8091511629760224, 0.19084883702397756, 0.0], [0.7616922570288277, 0.2383077429711723, 0.0], [0.7947370910753957, 0.2052629089246044, 0.0], [0.7983477002366675, 0.20165229976333254, 0.0]]"
hmm_exp218_shrink_a050|exact_hmm|pf_mix_e05,8.33685425907129,"[0.7920685965331046, 0.20793140346689543, 1.6455164294084348e-17]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202871, 0.203013491579713, 2.989620111433667e-19], [0.8091511629760224, 0.19084883702397756, 1.0257832196132235e-17], [0.7616922570288276, 0.23830774297117235, 1.958032445329812e-17], [0.7947370910753956, 0.20526290892460441, 1.427557725581189e-17], [0.7983477002366673, 0.2016522997633326, 8.790932694044243e-18]]"
hmm_exp218_shrink_a050|exact_hmm|sc8,8.33685425907129,"[0.7920685965331045, 0.2079314034668955, 3.136429505618189e-17]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202872, 0.2030134915797128, 0.0], [0.8091511629760225, 0.19084883702397748, 0.0], [0.761692257028827, 0.2383077429711729, 0.0], [0.794737091075396, 0.20526290892460397, 0.0], [0.7983477002366673, 0.20165229976333263, 1.8222924032084128e-17]]"
hmm_exp218_shrink_a050|exact_hmm|sc15,8.33685425907129,"[0.7920685965331047, 0.20793140346689526, 3.0225489625195458e-18]",8.006155529961003,8.024071676306338,-0.3127825827649513,4,"[[0.7969865084202868, 0.20301349157971316, 0.0], [0.8091511629760222, 0.19084883702397776, 0.0], [0.7616922570288275, 0.23830774297117255, 6.482570446835446e-18], [0.7947370910753961, 0.2052629089246038, 1.3899538979202996e-19], [0.7983477002366667, 0.20165229976333338, 6.0622359955026456e-18]]"
hmm_exp218_shrink_a050|hmm_exp218_residual_scale|hmm_peer_atlas,8.33685425907129,"[0.5673214922857022, 0.2198820665872419, 0.21279644112705598]",8.007560234300227,8.024078175417669,-0.3127760836536204,4,"[[0.5916220626315508, 0.19857594677490814, 0.20980199059354104], [0.5795570342904403, 0.2131719990342858, 0.20727096667527384], [0.5079299424123221, 0.24845514207792377, 0.24361491550975414], [0.5938698368009382, 0.20325822553170642, 0.2028719376673554], [0.5611550278986663, 0.2382518129345722, 0.20059315916676143]]"
hmm_lgb_exp148|exp192_likpf|hmm_peer_atlas,8.3277284922205,"[0.7865387280045357, 1.3010426069826053e-18, 0.21346127199546427]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238613, 0.0, 0.21113823097613857], [0.7917398311992899, 0.0, 0.20826016880070994], [0.7535701012419183, 2.0816681711721688e-17, 0.2464298987580818], [0.7978668161202216, 0.0, 0.20213318387977838], [0.8009755901100658, 5.105914606048923e-18, 0.19902440988993422]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_medoid_k8_m0,8.3277284922205,"[0.7865387280045355, 0.21346127199546452, 0.0]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238615, 0.21113823097613843, 0.0], [0.7917398311992896, 0.20826016880071035, 0.0], [0.7535701012419183, 0.2464298987580816, 1.0351885306289761e-17], [0.7978668161202216, 0.2021331838797784, 2.2961585490765295e-18], [0.8009755901100655, 0.1990244098899345, 9.453245414479494e-19]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_medoid_k8_m1,8.3277284922205,"[0.7865387280045357, 0.2134612719954643, 8.608788742179176e-18]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238614, 0.21113823097613846, 0.0], [0.7917398311992898, 0.20826016880071005, 0.0], [0.753570101241918, 0.24642989875808197, 4.2262377662606384e-18], [0.7978668161202217, 0.2021331838797782, 0.0], [0.8009755901100657, 0.19902440988993433, 1.2688698032076527e-17]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_mix_e02,8.3277284922205,"[0.7865387280045356, 0.21346127199546436, 3.817952329212261e-18]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238614, 0.21113823097613862, 2.4619556093288374e-17], [0.7917398311992899, 0.2082601688007101, 0.0], [0.7535701012419181, 0.2464298987580818, 0.0], [0.7978668161202219, 0.20213318387977808, 0.0], [0.8009755901100657, 0.19902440988993433, 1.6052134591090077e-17]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_medoid_k8_m2,8.3277284922205,"[0.7865387280045356, 0.21346127199546436, 1.8148883010435944e-17]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238613, 0.21113823097613865, 0.0], [0.7917398311992898, 0.20826016880071024, 0.0], [0.7535701012419183, 0.2464298987580817, 3.652186236744609e-18], [0.7978668161202218, 0.20213318387977822, 0.0], [0.8009755901100656, 0.1990244098899343, 0.0]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_temp_t2,8.3277284922205,"[0.7865387280045355, 0.21346127199546439, 0.0]",8.013840323165342,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238613, 0.2111382309761387, 0.0], [0.7917398311992899, 0.20826016880071002, 0.0], [0.7535701012419181, 0.2464298987580818, 5.128253407901728e-18], [0.7978668161202215, 0.20213318387977838, 0.0], [0.800975590110066, 0.19902440988993392, 0.0]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_mix_e05,8.3277284922205,"[0.7865387280045358, 0.2134612719954641, 1.505465077447488e-17]",8.013840323165342,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238615, 0.21113823097613849, 0.0], [0.7917398311992897, 0.2082601688007102, 0.0], [0.753570101241918, 0.2464298987580819, 0.0], [0.7978668161202219, 0.2021331838797782, 1.80727602027331e-17], [0.8009755901100659, 0.19902440988993408, 0.0]]"
hmm_lgb_exp148|hmm_peer_atlas|sc8,8.3277284922205,"[0.7865387280045355, 0.21346127199546452, 1.527716462054047e-17]",8.013840323165343,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238607, 0.21113823097613926, 2.965944796011144e-18], [0.7917398311992891, 0.20826016880071083, 0.0], [0.7535701012419185, 0.24642989875808158, 8.506769765858864e-18], [0.7978668161202215, 0.2021331838797784, 0.0], [0.800975590110066, 0.19902440988993395, 0.0]]"
hmm_lgb_exp148|hmm_peer_atlas|sc15,8.3277284922205,"[0.7865387280045355, 0.21346127199546444, 8.985073954543287e-18]",8.013840323165342,8.03207780356036,-0.2956506886601389,4,"[[0.7888617690238613, 0.2111382309761387, 1.0806937238181552e-18], [0.7917398311992904, 0.20826016880070963, 7.493408128821383e-18], [0.7535701012419187, 0.24642989875808116, 0.0], [0.7978668161202216, 0.20213318387977844, 8.773821403851288e-18], [0.8009755901100658, 0.19902440988993414, 0.0]]"
hmm_lgb_exp148|hmm_peer_atlas|likpf_mean,8.3277284922205,"[0.7865387280045351, 0.21346127199546483, 0.0]",8.013840323165343,8.032077803560362,-0.2956506886601371,4,"[[0.7888617690238615, 0.2111382309761385, 1.315981918287354e-17], [0.7917398311992899, 0.20826016880071013, 9.740674659911834e-18], [0.753570101241918, 0.24642989875808197, 3.9031381939671065e-18], [0.7978668161202218, 0.2021331838797782, 1.5114600575690244e-17], [0.8009755901100659, 0.19902440988993403, 4.822282268237597e-18]]"
hmm_lgb_exp148|hmm_peer_atlas|pf_temp_t4,8.3277284922205,"[0.7865387280045356, 0.21346127199546444, 8.710850825311669e-18]",8.013840323165343,8.032077803560362,-0.2956506886601371,4,"[[0.7888617690238613, 0.21113823097613868, 1.0661084188443187e-17], [0.7917398311992898, 0.2082601688007102, 1.4032591287792544e-17], [0.7535701012419184, 0.2464298987580816, 0.0], [0.7978668161202217, 0.20213318387977824, 0.0], [0.800975590110066, 0.19902440988993397, 1.5969406772234054e-17]]"
hmm_lgb_exp148|selfgr_hmm_a150|hmm_peer_atlas,8.3277284922205,"[0.7865387280045353, 0.0, 0.21346127199546458]",8.013840323165342,8.032148146019193,-0.2955803462013069,4,"[[0.7888617690238615, 0.0, 0.21113823097613854], [0.7916556117783174, 0.0003738046681730169, 0.20797058355350936], [0.753570101241918, 0.0, 0.2464298987580819], [0.7978668161202213, 0.0, 0.20213318387977863], [0.8009755901100652, 1.3877787807814457e-17, 0.1990244098899347]]"
hmm_lgb_exp148|selfgr_hmm_a150|exact_hmm,8.3277284922205,"[0.7933395516405727, 0.0, 0.20666044835942726]",8.00152347153571,8.033293243429599,-0.29443524879090077,4,"[[0.797846440434668, 0.0, 0.20215355956533193], [0.8005945515768107, 0.03677140624387927, 0.16263404217931005], [0.7610785569137615, 0.0, 0.2389214430862385], [0.7972180273166425, 0.0, 0.2027819726833574], [0.8012613873661237, 1.3877787807814454e-17, 0.19873861263387613]]"
hmm_exp218_shrink_a050|exp192_likpf|hmm_peer_atlas,8.33685425907129,"[0.7851058531390762, 0.0, 0.21489414686092365]",8.018154966131284,8.033605376872611,-0.3032488821986785,4,"[[0.787862996448608, 0.0, 0.21213700355139184], [0.7905391242524705, 9.982706799865557e-18, 0.20946087574752942], [0.7544889326560004, 0.0, 0.24551106734399963], [0.7949910515596242, 0.0, 0.20500894844037573], [0.7977283644667071, 0.0, 0.20227163553329272]]"
hmm_exp218_shrink_a050|selfgr_hmm_a150|hmm_peer_atlas,8.33685425907129,"[0.7851058531390764, 0.0, 0.21489414686092354]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.0, 0.21213700355139176], [0.790539124252471, 1.883801274693564e-18, 0.20946087574752909], [0.7544889326560001, 5.6378512969246215e-18, 0.24551106734399974], [0.7949910515596242, 4.119968255444917e-18, 0.20500894844037582], [0.797728364466707, 0.0, 0.20227163553329303]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|likpf_mean,8.33685425907129,"[0.7851058531390761, 0.21489414686092376, 0.0]",8.018154966131284,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.21213700355139187, 3.0937411061822557e-17], [0.7905391242524709, 0.20946087574752903, 0.0], [0.7544889326560001, 0.2455110673439998, 2.3871393666554895e-18], [0.7949910515596242, 0.20500894844037573, 0.0], [0.7977283644667071, 0.20227163553329286, 0.0]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_medoid_k8_m0,8.33685425907129,"[0.7851058531390765, 0.21489414686092345, 6.3301808279187855e-18]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.21213700355139184, 0.0], [0.7905391242524711, 0.2094608757475289, 1.82077279271389e-17], [0.7544889326560001, 0.24551106734399986, 0.0], [0.7949910515596245, 0.20500894844037557, 0.0], [0.7977283644667071, 0.20227163553329292, 4.411869831055569e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_medoid_k8_m1,8.33685425907129,"[0.7851058531390763, 0.21489414686092362, 8.706049977048345e-18]",8.018154966131284,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486082, 0.2121370035513918, 0.0], [0.7905391242524707, 0.2094608757475291, 0.0], [0.7544889326560006, 0.2455110673439994, 4.088230431295059e-17], [0.7949910515596246, 0.2050089484403754, 2.3600625549082463e-17], [0.7977283644667069, 0.20227163553329305, 2.8600521240025986e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_mix_e02,8.33685425907129,"[0.7851058531390764, 0.2148941468609236, 4.019337288671412e-18]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.21213700355139184, 3.068841605361989e-17], [0.790539124252471, 0.20946087574752906, 0.0], [0.7544889326560004, 0.24551106734399958, 0.0], [0.7949910515596244, 0.2050089484403757, 5.293200803140375e-18], [0.7977283644667071, 0.2022716355332928, 2.1114882246663214e-17]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_medoid_k8_m2,8.33685425907129,"[0.7851058531390764, 0.2148941468609235, 1.5750223851103957e-17]",8.018154966131284,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.2121370035513918, 1.0720637938219181e-17], [0.7905391242524709, 0.20946087574752909, 1.2387259254126758e-17], [0.7544889326560004, 0.2455110673439996, 8.366334213886252e-18], [0.7949910515596244, 0.20500894844037562, 0.0], [0.797728364466707, 0.20227163553329292, 4.899950374603384e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_temp_t2,8.33685425907129,"[0.7851058531390763, 0.21489414686092362, 3.909973960354676e-17]",8.018154966131284,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486079, 0.21213700355139195, 0.0], [0.7905391242524713, 0.20946087574752872, 1.276600650886693e-17], [0.7544889326560003, 0.2455110673439996, 1.5439159238525478e-17], [0.7949910515596242, 0.20500894844037582, 2.2998303669720548e-17], [0.7977283644667073, 0.2022716355332926, 6.913785475092084e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_temp_t4,8.33685425907129,"[0.7851058531390765, 0.21489414686092348, 0.0]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.21213700355139184, 1.7127870335830394e-17], [0.790539124252471, 0.20946087574752903, 6.928121543264035e-18], [0.7544889326560003, 0.2455110673439996, 1.1475999557284678e-17], [0.7949910515596245, 0.20500894844037548, 1.1593785136523858e-17], [0.797728364466707, 0.20227163553329294, 1.2926737282588634e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|pf_mix_e05,8.33685425907129,"[0.7851058531390767, 0.2148941468609234, 0.0]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.2121370035513919, 2.341086902206025e-18], [0.7905391242524707, 0.20946087574752925, 0.0], [0.7544889326560004, 0.24551106734399966, 0.0], [0.7949910515596245, 0.20500894844037545, 0.0], [0.7977283644667071, 0.20227163553329283, 8.022619756334923e-18]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|sc8,8.33685425907129,"[0.785105853139076, 0.214894146860924, 6.4284886531502e-19]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486077, 0.21213700355139237, 7.535199869330848e-19], [0.7905391242524704, 0.20946087574752956, 8.30722660011055e-18], [0.7544889326560005, 0.24551106734399958, 6.3442554720971674e-18], [0.7949910515596246, 0.20500894844037543, 0.0], [0.797728364466707, 0.20227163553329294, 3.659628855194367e-19]]"
hmm_exp218_shrink_a050|hmm_peer_atlas|sc15,8.33685425907129,"[0.785105853139077, 0.21489414686092298, 1.787956961733903e-17]",8.018154966131286,8.033605376872611,-0.3032488821986785,4,"[[0.7878629964486081, 0.21213700355139176, 5.564890327906064e-17], [0.7905391242524703, 0.20946087574752975, 0.0], [0.7544889326560008, 0.24551106734399913, 9.06448014232518e-18], [0.794991051559625, 0.205008948440375, 1.0163152559835396e-17], [0.7977283644667073, 0.2022716355332927, 6.113956306789221e-18]]"
hmm_exp218_shrink_a050|selfgr_hmm_a150|exact_hmm,8.33685425907129,"[0.7920685965331047, 3.8272336688738307e-17, 0.20793140346689531]",8.006155529961003,8.034093877222103,-0.3027603818491862,4,"[[0.7969865084202872, 1.7734328816663286e-17, 0.20301349157971282], [0.8014183887979386, 0.029968579074001207, 0.16861303212806017], [0.7616922570288276, 0.0, 0.2383077429711724], [0.7947370910753955, 7.907899595566148e-18, 0.2052629089246045], [0.7983477002366675, 4.0684686522518554e-17, 0.20165229976333257]]"
hmm_exp218_shrink_a050|exact_hmm|exp192_pf_ancc,8.33685425907129,"[0.7920685965331044, 0.20793140346689565, 0.0]",8.006155529961003,8.034194326915767,-0.3026599321555228,4,"[[0.7831769873216529, 0.19673725864066677, 0.02008575403768045], [0.8091511629760227, 0.19084883702397729, 8.168861520303854e-18], [0.7594908201000435, 0.23737997382406736, 0.0031292060758890887], [0.7947370910753956, 0.20526290892460436, 0.0], [0.7983477002366673, 0.2016522997633326, 0.0]]"
