prediction,kind,deploy_status,scope,rows,rmse,mae,within10
fixed_hmmlgb_exp226_exact_peer_equal4,fixed_equal_path,peer_atlas_has_no_rawtest_port,1000_plus,3012442,9.181534424664358,5.987506106866798,0.8127625361749703
fixed_hmmlgb_exp226_exact_peer_equal4,fixed_equal_path,peer_atlas_has_no_rawtest_port,hidden_spatial,972463,8.6588620774822,5.775816679278141,0.8102848128926242
fixed_hmmlgb_exp226_exact_peer_equal4,fixed_equal_path,peer_atlas_has_no_rawtest_port,hidden_typewell_purged,976449,8.56750580944101,5.696199292066521,0.8157753246713346
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,overall,3783989,7.9471589999982815,4.87206352582576,0.8687895234367753
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,000_050,37877,0.8192469438952729,0.5902201629544146,1.0
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,050_100,38650,1.0644413568854438,0.7456995174039965,1.0
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,100_250,115950,1.779435131316963,1.1655686951248023,0.9983096162138853
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,250_500,193158,2.9712763117024164,1.9458433322199071,0.9877198977003282
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,500_1000,385912,4.485342249113984,2.935701540634317,0.9593119674951802
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,1000_plus,3012442,8.720377926753335,5.557196581395451,0.8412487277763356
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,hidden_spatial,972463,8.78576968086825,5.391868391818587,0.8528571266978795
crossfit_hmmlgb_exp226,crossfit_convex_path,components_deployable_but_final_full_oof_weight_needed,hidden_typewell_purged,976449,8.77212837841767,5.366012871457415,0.853282659923867
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,overall,3783989,7.695135840947035,4.84476291988207,0.8690117756684811
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,000_050,37877,0.7888274061151745,0.5690696057649417,1.0
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,050_100,38650,1.0592393770188635,0.7415676632770805,1.0
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,100_250,115950,1.768951445624203,1.182708216460619,0.9990513152220785
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,250_500,193158,2.942954342947472,1.9757782031856532,0.9894024580913034
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,500_1000,385912,4.397653817924273,2.9225093207575967,0.9595399987561931
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,1000_plus,3012442,8.438353154385354,5.5223335605919255,0.8413622569330795
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,hidden_spatial,972463,8.239803347705495,5.314720583724532,0.8494945308973195
crossfit_hmmlgb_exp226_exact,crossfit_convex_path,components_deployable_but_final_full_oof_weights_needed,hidden_typewell_purged,976449,8.205546522023338,5.2705523945139054,0.8517259990025081
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,overall,3783989,8.231651288056872,5.411275811523384,0.8464453781445982
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,000_050,37877,1.0964699572503538,0.7773691002303542,1.0
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,050_100,38650,1.217659047699085,0.8745969473917764,1.0
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,100_250,115950,1.8319572893644946,1.2899164802188021,0.9996550237171195
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,250_500,193158,3.074033339723062,2.1913638048792796,0.9888692158750867
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,500_1000,385912,4.649589956163502,3.2491856395289798,0.9517428843881507
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,1000_plus,3012442,9.031948239405983,6.169816903070097,0.8140259629894949
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,hidden_spatial,972463,8.574173204524165,5.8204913885742915,0.8196383821286773
crossfit_exp226_likpf_exact,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,hidden_typewell_purged,976449,8.531534616798822,5.77657159658451,0.822142272663498
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,overall,3783989,8.209224972738113,5.410056443114976,0.8463417837631135
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,000_050,37877,1.0875770571098156,0.7728252099817398,1.0
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,050_100,38650,1.2111863524406425,0.8732680908975102,1.0
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,100_250,115950,1.8280488695431858,1.290297723861108,0.9996895213454075
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,250_500,193158,3.0749253507668324,2.1945371359391976,0.9886983712815416
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,500_1000,385912,4.637089538003905,3.23974867140266,0.952984100002073
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,1000_plus,3012442,9.007134029684766,6.169350196110246,0.8137464555334177
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,hidden_spatial,972463,8.54669507412847,5.810278821585252,0.8208775038227676
crossfit_exp226_exp192likpf_exact,crossfit_convex_path,exp192_component_is_train_cache_only,hidden_typewell_purged,976449,8.513350684866001,5.7777584009727585,0.8224372189433344
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,overall,3783989,8.24004968113756,5.365300031022252,0.8494945413424828
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,000_050,37877,1.079783032082529,0.7657771909404123,1.0
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,050_100,38650,1.2088946204060147,0.8675094038796062,1.0
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,100_250,115950,1.8428714720242487,1.2947608772806465,0.9996550237171195
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,250_500,193158,3.106344772678178,2.2053626903562336,0.9886310688659026
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,500_1000,385912,4.691345785746985,3.2574342509731267,0.9528804494288854
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,1000_plus,3012442,9.038045709464303,6.11016171632204,0.8177256192816327
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,hidden_spatial,972463,8.69973719470802,5.842306918273133,0.8194008409574451
crossfit_exp226_selfgr_likpf,crossfit_convex_path,all_components_have_rawtest_generation_but_final_weights_needed,hidden_typewell_purged,976449,8.654100320044469,5.7948783673892725,0.8224372189433344
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,overall,3783989,7.838891882944008,4.668422669647526,0.8685173239139966
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,000_050,37877,0.6139074083397388,0.40278050498983553,1.0
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,050_100,38650,1.057466577085713,0.7081688000282989,1.0
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,100_250,115950,1.856522338839015,1.188316033985554,0.9977145321259163
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,250_500,193158,3.048458824092743,1.9356016340492628,0.9830656768034459
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,500_1000,385912,4.532592441502262,2.8953125174606678,0.9498849478637617
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,1000_plus,3012442,8.591092362551212,5.309192727753659,0.8424358045731669
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,hidden_spatial,972463,8.401598444333507,5.276356487582946,0.8417996365928575
fixed_hmmlgb_exp237row_50_50,fixed_equal_mixed,exp237_rawtest_parity_failed,hidden_typewell_purged,976449,8.368874161326689,5.23661230752883,0.8435719633078635
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,overall,3783989,7.883522611467812,4.846476008462275,0.8674065912982305
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,000_050,37877,0.649271393393775,0.46415547415400504,1.0
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,050_100,38650,1.0569917804847464,0.7539204120512614,1.0
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,100_250,115950,1.8374498055646666,1.2508673424698147,0.9989564467442863
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,250_500,193158,3.0265534897282635,2.0276689624313384,0.9851520516882553
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,500_1000,385912,4.487830016234851,3.0067556487942846,0.9539325027467402
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,1000_plus,3012442,8.645849461944596,5.508902886170972,0.8403404945223841
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,hidden_spatial,972463,8.447188392303817,5.4220811348309335,0.8409965212044057
fixed_exp193_exp237row_50_50,fixed_equal_model_output,exp237_rawtest_parity_failed,hidden_typewell_purged,976449,8.412832234033152,5.380529958713922,0.8428970688689322
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,overall,3783989,7.886649853358732,4.84831417360485,0.8685027889880229
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,000_050,37877,0.666153418797021,0.47983898746270826,1.0
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,050_100,38650,1.0560108426156356,0.7462571757761967,1.0
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,100_250,115950,1.8324107018113922,1.2579781955786438,0.9989650711513584
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,250_500,193158,2.989851744731162,2.019306245465985,0.9880149929073608
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,500_1000,385912,4.527108989451159,3.000385231678061,0.9551840834179813
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,1000_plus,3012442,8.64765383374232,5.512191573224169,0.8413732115008355
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,hidden_spatial,972463,8.319099880525455,5.4486106718560565,0.8387270261182174
fixed_exp251prob_exp238_50_50,fixed_equal_model_output,exp251_guard_failed_no_inference,hidden_typewell_purged,976449,8.272872476001792,5.397099068442131,0.8416793913455798
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,overall,3783989,7.81542782679072,4.802942284125401,0.8690672726585622
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,000_050,37877,0.6881745103094814,0.5000790447179283,1.0
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,050_100,38650,1.0654020435733942,0.7642865881613597,1.0
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,100_250,115950,1.817834682071204,1.248634000248092,0.9989305735230702
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,250_500,193158,2.9673066906861,1.9805596283567197,0.9869381542571366
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,500_1000,385912,4.492853817748006,2.9588672718399147,0.9540983436638405
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,1000_plus,3012442,8.568941967054313,5.4628760203592295,0.8422917354093457
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,hidden_spatial,972463,8.261965885900452,5.36101185718969,0.844255257012349
crossfit_exp251prob_exp255,crossfit_convex_model_output,both_outputs_guard_failed_no_inference,hidden_typewell_purged,976449,8.228351382168318,5.320617787094552,0.8464988954876291
